('The squirrel is smart.', 'The squirrel is smart.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The cheetah is heavy.', 'The cheetah is heavy.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The bear visits the mouse.', 'The bear needs the rabbit.', False)
('The bear visits the mouse.', 'The bear needs the rabbit.', False)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The squirrel is quiet.', 'The squirrel is kind.', False)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The crocodile is reckless.', 'The crocodile is reckless.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The dinosaur is strong.', 'The dinosaur is strong.', True)
('The mouse is lovely.', 'The mouse is adorable.', False)
('The mouse is lovely.', 'The mouse is adorable.', False)
('The crocodile attacks the mouse.', 'The crocodile attacks the mouse.', True)
('The crocodile attacks the mouse.', 'The crocodile attacks the mouse.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The crocodile is angry.', 'The crocodile is angry.', True)
('The crocodile is angry.', 'The crocodile is angry.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The bald eagle is fierce.', 'The bald eagle is fierce.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The rabbit is adorable.', 'The rabbit is adorable.', True)
('The crocodile chases the rabbit.', 'The crocodile is fierce.', False)
('The crocodile chases the rabbit.', 'The crocodile is slow.', False)
('The dog is round.', 'The dog is round.', True)
('The dog is round.', 'The dog is round.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The dinosaur is reckless.', 'The dinosaur is reckless.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The rabbit is funny.', 'The rabbit is furry.', False)
('The rabbit is funny.', 'The rabbit is furry.', False)
('The dinosaur chases the rabbit.', 'The dinosaur is chases the dog.', False)
('The dinosaur chases the rabbit.', 'The dinosaur chases the dog.', False)
('The mouse is smart.', 'The mouse is smart.', True)
('The mouse is smart.', 'The mouse is smart.', True)
('The lion is slow.', 'The lion is slow.', True)
('The lion is slow.', 'The lion is slow.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The dog is adorable.', 'The dog is beautiful.', False)
('The dog is adorable.', 'The dog is beautiful.', False)
('The lion likes the dog.', 'The lion attacks the mouse.', False)
('The lion likes the dog.', 'The lion attacks the mouse.', False)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The rabbit is nice.', 'The rabbit is nice.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The wolf is sleepy.', 'The wolf is sleepy.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The bear is fierce.', 'The bear is fierce.', True)
('The mouse is small.', 'The mouse is small.', True)
('The mouse is small.', 'The mouse is small.', True)
('The wolf visits the mouse.', 'The wolf needs the rabbit.', False)
('The wolf visits the mouse.', 'The wolf needs the rabbit.', False)
('The mouse is quiet.', 'The mouse is smart.', False)
('The mouse is quiet.', 'The mouse is smart.', False)
('The leopard is tired.', 'The leopard is tired.', True)
('The leopard is tired.', 'The leopard is tired.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The leopard visits the rabbit.', 'The leopard sees the mouse.', False)
('The leopard visits the rabbit.', 'The leopard sees the mouse.', False)
('The cat is nice.', 'The cat is nice.', True)
('The cat is nice.', 'The cat is nice.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The cheetah is big.', 'The cheetah is big.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The mouse is lovely.', 'The mouse is lovely.', True)
('The wolf attacks the mouse.', 'The wolf visits the cat.', False)
('The wolf attacks the mouse.', 'The wolf visits the cat.', False)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The crocodile is tired.', 'The crocodile is tired.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cheetah is obese.', 'The cheetah is obese.', True)
('The cat is small.', 'The cat is cute.', False)
('The cat is small.', 'The cat is cute.', False)
('The crocodile chases the cat.', 'The crocodile sees the dog.', False)
('The crocodile chases the cat.', 'The crocodile sees the dog.', False)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The mouse is quiet.', 'The mouse is quiet.', True)
('The bear is rough.', 'The bear is rough.', True)
('The bear is rough.', 'The bear is rough.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The dinosaur is awful.', 'The dinosaur is awful.', True)
('The hamster is furry.', 'The hamster is funny.', False)
('The hamster is furry.', 'The hamster is funny.', False)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The bear needs the hamster.', 'The bear needs the hamster.', True)
('The hamster is quiet.', 'The hamster is smart.', False)
('The hamster is quiet.', 'The hamster is smart.', False)
('The wolf is boring.', 'The wolf is boring.', True)
('The wolf is boring.', 'The wolf is boring.', True)
('The leopard is big.', 'The leopard is big.', True)
('The leopard is big.', 'The leopard is big.', True)
('The mouse is beautiful.', 'The mouse is adorable.', False)
('The mouse is beautiful.', 'The mouse is adorable.', False)
('The wolf needs the mouse.', 'The wolf needs the mouse.', True)
('The wolf needs the mouse.', 'The wolf needs the mouse.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The rabbit is kind.', 'The rabbit is kind.', True)
('The snake is dull.', 'The snake is dull.', True)
('The snake is dull.', 'The snake is dull.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The dinosaur is heavy.', 'The dinosaur is heavy.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The snake needs the squirrel.', 'The snake needs the rabbit.', False)
('The snake needs the squirrel.', 'The snake needs the rabbit.', False)
('The rabbit is round.', 'The rabbit is smart.', False)
('The rabbit is round.', 'The rabbit is smart.', False)
('The snake is reckless.', 'The snake is reckless.', True)
('The snake is reckless.', 'The snake is reckless.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The crocodile is big.', 'The crocodile is big.', True)
('The squirrel is furry.', 'The squirrel is cute.', False)
('The squirrel is furry.', 'The squirrel is cute.', False)
('The snake visits the squirrel.', 'The snake needs the rabbit.', False)
('The snake visits the squirrel.', 'The snake needs the rabbit.', False)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The dinosaur is slow.', 'The dinosaur is slow.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The leopard is awful.', 'The leopard is awful.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The squirrel is cute.', 'The squirrel is cute.', True)
('The dinosaur chases the squirrel.', 'The dinosaur chases the squirrel.', True)
('The dinosaur chases the squirrel.', 'The dinosaur chases the squirrel.', True)
('The squirrel is quiet.', 'The squirrel is smart.', False)
('The squirrel is quiet.', 'The squirrel is smart.', False)
('The wolf is slow.', 'The wolf is slow.', True)
('The wolf is slow.', 'The wolf is slow.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The bald eagle is heavy.', 'The bald eagle is heavy.', True)
('The mouse is adorable.', 'The mouse is lovely.', False)
('The mouse is adorable.', 'The mouse is lovely.', False)
('The wolf likes the mouse.', 'The wolf likes the mouse.', True)
('The wolf likes the mouse.', 'The wolf likes the mouse.', True)
('The rabbit is quiet.', 'The rabbit is smart.', False)
('The rabbit is quiet.', 'The rabbit is smart.', False)
('The snake is tired.', 'The snake is tired.', True)
('The snake is tired.', 'The snake is tired.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cat is small.', 'The cat is small.', True)
('The cat is small.', 'The cat is small.', True)
('The snake needs the cat.', 'The snake attacks the rabbit.', False)
('The snake needs the cat.', 'The snake attacks the rabbit.', False)
('The dog is smart.', 'The dog is smart.', True)
('The dog is smart.', 'The dog is smart.', True)
('The leopard is dull.', 'The leopard is dull.', True)
('The leopard is dull.', 'The leopard is dull.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The squirrel is cute.', 'The squirrel is beautiful.', False)
('The squirrel is cute.', 'The squirrel is beautiful.', False)
('The leopard needs the squirrel.', 'The leopard needs the squirrel.', True)
('The leopard needs the squirrel.', 'The leopard needs the squirrel.', True)
('The cat is kind.', 'The cat is kind.', True)
('The cat is kind.', 'The cat is kind.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The dog is beautiful.', 'The dog is lovely.', False)
('The dog is beautiful.', 'The dog is lovely.', False)
('The dinosaur likes the dog.', 'The dinosaur needs the cat.', False)
('The dinosaur likes the dog.', 'The dinosaur needs the cat.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The squirrel is round.', 'The squirrel is kind.', False)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The falcon is reckless.', 'The falcon is reckless.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The crocodile is obese.', 'The crocodile is obese.', True)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The falcon chases the hamster.', 'The falcon chases the hamster.', True)
('The falcon chases the hamster.', 'The falcon chases the hamster.', True)
('The squirrel is kind.', 'The squirrel is smart.', False)
('The squirrel is kind.', 'The squirrel is smart.', False)
('The dinosaur is dull.', 'The dinosaur is dull.', True)
('The dinosaur is dull.', 'The dinosaur is dull.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The crocodile is fierce.', 'The crocodile is fierce.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The dinosaur chases the rabbit.', 'The dinosaur chases the rabbit.', True)
('The dinosaur chases the rabbit.', 'The dinosaur chases the rabbit.', True)
('The dog is kind.', 'The dog is kind.', True)
('The dog is kind.', 'The dog is kind.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The leopard is slow.', 'The leopard is slow.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The wolf is awful.', 'The wolf is awful.', True)
('The mouse is beautiful.', 'The mouse is furry.', False)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The leopard visits the mouse.', 'The leopard visits the mouse.', True)
('The cat is smart.', 'The cat is smart.', True)
('The cat is smart.', 'The cat is smart.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The dinosaur is angry.', 'The dinosaur is angry.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The cheetah is strong.', 'The cheetah is strong.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The mouse is beautiful.', 'The mouse is beautiful.', True)
('The dinosaur chases the mouse.', 'The dinosaur sees the cat.', False)
('The dinosaur chases the mouse.', 'The dinosaur sees the cat.', False)
('The hamster is kind.', 'The hamster is smart.', False)
('The hamster is kind.', 'The hamster is smart.', False)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The cheetah is tired.', 'The cheetah is tired.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The leopard is heavy.', 'The leopard is heavy.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The rabbit is cute.', 'The rabbit is cute.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The cheetah needs the rabbit.', 'The cheetah needs the rabbit.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The squirrel is round.', 'The squirrel is round.', True)
('The bald eagle is boring.', 'The bald eagle isbald eagle isbald e', False)
