('Fiona is big.', 'The lion is poor.', False)
('Erin is little.', 'The lion is small.', False)
('Anne is wealthy.', 'The bald eagle is small.', False)
('Anne is wealthy.', 'The bald eagle is small.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Charlie is huge.', 'The Charlie is small.', False)
('Charlie is huge.', 'The Charlie is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Dave is wealthy.', 'The Dave is smart.', False)
('Bob is sad.', 'The Bob is sad.', False)
('Bob is sad.', 'Thebob is sad.', False)
('Bob is huge.', 'The dog is sad.', False)
('Bob is huge.', 'The dog is sad.', False)
('Harry is tiny.', 'The Harry is big.', False)
('Harry is tiny.', 'The Harry is big.', False)
('Gary is wealthy.', 'The dog is smart.', False)
('Gary is wealthy.', 'The dog is smart.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Fiona is sad.', 'The lion is sad.', False)
('Alan is heavy.', 'The Alan is sad.', False)
('Alan is heavy.', 'The Alan is sad.', False)
('Gary is little.', 'The dog is small.', False)
('Gary is little.', 'The dog is small.', False)
('Fiona is kind.', 'The lion is small.', False)
('Fiona is kind.', 'The lion is small.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Charlie is sad.', 'The Charlie is sad.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Anne is huge.', 'The bald eagle is big.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The falcon is small.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is strong.', 'The Alan is small.', False)
('Alan is strong.', 'The Alan is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Fiona is small.', 'The lion is small.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Anne is dull.', 'The bald eagle is sad.', False)
('Anne is dull.', 'The bald eagle is sad.', False)
('Alan is strong.', 'The Alan is big.', False)
('Alan is strong.', 'The Alan is big.', False)
('Gary is tiny.', 'The dog is small.', False)
('Gary is tiny.', 'The dog is small.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Harry is dull.', 'The Harry is nice.', False)
('Harry is dull.', 'The Harry is nice.', False)
('Harry is huge.', 'The Harry is bad.', False)
('Harry is huge.', 'The Harry is bad.', False)
('Erin is short.', 'The bald eagle is big.', False)
('Erin is short.', 'The lion is big.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Anne is clever.', 'The bald eagle is smart.', False)
('Gary is bad.', 'The dog is bad.', False)
('Gary is bad.', 'The dog is bad.', False)
('Alan is high.', 'The Alan is poor.', False)
('Alan is high.', 'The Alan is poor.', False)
('Dave is little.', 'The Dave is small.', False)
('Dave is little.', 'The Dave is small.', False)
('Harry is quiet.', 'The Harry is small.', False)
('Harry is quiet.', 'The Harry is small.', False)
('Erin is poor.', 'The lion is poor.', False)
('Erin is poor.', 'The bald eagle is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Gary is quiet.', 'The dog is nice.', False)
('Gary is quiet.', 'The dog is nice.', False)
('Charlie is bad.', 'The Charlie is small.', False)
('Charlie is bad.', 'The Charlie is big.', False)
('Bob is high.', 'The Bob is high.', False)
('Bob is high.', 'Thebob is high.', False)
('Dave is short.', 'The Dave is big.', False)
('Dave is short.', 'The dog is strong.', False)
('Fiona is kind.', 'The lion is sad.', False)
('Fiona is kind.', 'The lion is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Charlie is strong.', 'The Charlie is sad.', False)
('Charlie is strong.', 'The Charlie is sad.', False)
('Bob is short.', 'The dog is sad.', False)
('Bob is short.', 'The dog is sad.', False)
('Dave is wealthy.', 'The Dave is sad.', False)
('Dave is wealthy.', 'The Dave is sad.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Fiona is heavy.', 'The lion is big.', False)
('Fiona is heavy.', 'The falcon is sad.', False)
('Harry is thin.', 'The Harry is sad.', False)
('Harry is thin.', 'The Harry is sad.', False)
('Charlie is quiet.', 'The Charlie is sad.', False)
('Charlie is quiet.', 'The Charlie is sad.', False)
('Erin is dull.', 'The bald eagle is sad.', False)
('Erin is dull.', 'The bald eagle is sad.', False)
('Bob is huge.', 'The Bob is nice.', False)
('Bob is huge.', 'Thebob is nice.', False)
('Charlie is short.', 'The Charlie is poor.', False)
('Charlie is short.', 'The Charlie is poor.', False)
('Alan is wealthy.', 'The Alan is sad.', False)
('Alan is wealthy.', 'The Alan is sad.', False)
('Harry is imperfect.', 'The Harry is poor.', False)
('Harry is imperfect.', 'The Harry is poor.', False)
('Harry is strong.', 'The Harry is nice.', False)
('Harry is strong.', 'The Harry is strong.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Charlie is tiny.', 'The Charlie is sad.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Gary is quiet.', 'The dog is sad.', False)
('Erin is rough.', 'The bald eagle is sad.', False)
('Erin is rough.', 'The bald eagle is sad.', False)
('Fiona is high.', 'The falcon is small.', False)
('Fiona is high.', 'The falcon is small.', False)
('Bob is thin.', 'Thebob is small.', False)
('Bob is thin.', 'Thebob is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Alan is bad.', 'The Alan is bad.', False)
('Gary is huge.', 'The dog is big.', False)
('Gary is huge.', 'The dog is big.', False)
('Anne is short.', 'The bald eagle is poor.', False)
('Anne is short.', 'The bald eagle is poor.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Charlie is smart.', 'The Charlie is poor.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is sad.', 'The Dave is sad.', False)
('Dave is huge.', 'The Dave is small.', False)
('Dave is huge.', 'The Dave is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Erin is tiny.', 'The bald eagle is small.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Harry is nice.', 'The Harry is nice.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Charlie is imperfect.', 'The Charlie is small.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Anne is big.', 'The bald eagle is smart.', False)
('Erin is short.', 'The lion is poor.', False)
('Erin is short.', 'The lion is poor.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Harry is quiet.', 'The Harry is poor.', False)
('Gary is imperfect.', 'The dog is rough.', False)
('Gary is imperfect.', 'The dog is rough.', False)
('Alan is strong.', 'The Alan is big.', False)
('Alan is strong.', 'The Alan is big.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Erin is nice.', 'The lion is nice.', False)
('Erin is nice.', 'The lion is nice.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Dave is bad.', 'The Dave is poor.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Harry is heavy.', 'The Harry is big.', False)
('Anne is small.', 'The bald eagle is nice.', False)
('Anne is small.', 'The bald eagle is nice.', False)
('Charlie is smart.', 'The Charlie is nice.', False)
('Charlie is smart.', 'The Charlie is nice.', False)
('Gary is imperfect.', 'The dog is nice.', False)
('Gary is imperfect.', 'The dog is nice.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Gary is tiny.', 'The dog is poor.', False)
('Fiona is clever.', 'The lion is rough.', False)
('Fiona is clever.', 'The falcon is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Alan is rough.', 'The Alan is rough.', False)
('Dave is big.', 'The Dave is small.', False)
('Dave is big.', 'The Dave is small.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Charlie is wealthy.', 'The Charlie is small.', False)
('Charlie is wealthy.', 'The Charlie is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Gary is poor.', 'The dog is small.', False)
('Erin is strong.', 'The lion is poor.', False)
('Erin is strong.', 'The lion is poor.', False)
('Charlie is small.', 'The Charlie is poor.', False)
('Charlie is small.', 'The Charlie is poor.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Fiona is quiet.', 'The lion is poor.', False)
('Anne is rough.', 'The bald eagle is poor.', False)
('Anne is rough.', 'The bald eagle is poor.', False)
('Alan is high.', 'The Alan is small.', False)
('Alan is high.', 'The Alan is small.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Anne is small.', 'The bald eagle is poor.', False)
('Gary is nice.', 'The dog is poor.', False)
('Gary is nice.', 'The dog is poor.', False)
('Bob is rough.', 'Thebob is poor.', False)
('Bob is rough.', 'Thebob is poor.', False)
('Erin is big.', 'The lion is big.', False)
('Erin is big.', 'The lion is big.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Charlie is thin.', 'The Charlie is big.', False)
('Alan is quiet.', 'The Alan is big.', False)
('Alan is quiet.', 'The Alan is big.', False)
('Fiona is rough.', 'The lion is bad.', False)
('Fiona is rough.', 'The falcon is bad.', False)
('Charlie is heavy.', 'The Charlie is heavy.', False)
('Charlie is heavy.', 'The Charlie is rough.', False)
('Gary is short.', 'The dog is small.', False)
('Gary is short.', 'The dog is small.', False)
('Dave is wealthy.', 'The Dave is poor.', False)
('Dave is wealthy.', 'The Dave is poor.', False)
('Erin is bad.', 'The lion is poor.', False)
('Erin is bad.', 'The rabbit is poor.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Charlie is strong.', 'The Charlie is big.', False)
('Dave is tiny.', 'The Dave is sad.', False)
('Dave is tiny.', 'The Dave is sad.', False)
('Bob is quiet.', 'The dog is sad.', False)
('Bob is quiet.', 'The dog is sad.', False)
('Erin is rough.', 'The lion is sad.', False)
('Erin is rough.', 'The lion is sad.', False)
('Gary is strong.', 'The dog is poor.', False)
('Gary is strong.', 'The dog is poor.', False)
('Harry is little.', 'The Harry is small.', False)
('Harry is little.', 'The Harry is small.', False)
('Anne is wealthy.', 'The bald eagle is small.', False)
('Anne is wealthy.', 'The bald eagle is small.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Charlie is poor.', 'The Charlie is poor.', False)
('Alan is big.', 'The Alan is big.', False)
('Alan is big.', 'The Alan is big.', False)
('Fiona is small.', 'The falcon is sad.', False)
('Fiona is small.', 'The falcon is sad.', False)
('Harry is quiet.', 'The lion is sad.', False)
('Harry is quiet.', 'The Harry is sad.', False)
('Bob is dull.', 'The dog is sad.', False)
('Bob is dull.', 'The dog is sad.', False)
('Gary is high.', 'The dog is bad.', False)
('Gary is high.', 'The dog is bad.', False)
('Bob is little.', 'The dog is small.', False)
('Bob is little.', 'The dog is small.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Dave is clever.', 'The Dave is smart.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Harry is bad.', 'The Harry is bad.', False)
('Gary is high.', 'The dog is small.', False)
('Gary is high.', 'The dog is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The falcon is small.', False)
('Anne is quiet.', 'The bald eagle is poor.', False)
('Anne is quiet.', 'The bald eagle is poor.', False)
('Alan is bad.', 'The Alan is small.', False)
('Alan is bad.', 'The Alan is small.', False)
('Gary is huge.', 'The dog is small.', False)
('Gary is huge.', 'The dog is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Anne is tiny.', 'The bald eagle is small.', False)
('Alan is kind.', 'The Alan is small.', False)
('Alan is kind.', 'The Alan is small.', False)
('Bob is rough.', 'Thebob is small.', False)
('Bob is rough.', 'Thebob is small.', False)
('Anne is heavy.', 'The bald eagle is strong.', False)
('Anne is heavy.', 'The bald eagle is strong.', False)
('Dave is small.', 'The Dave is big.', False)
('Dave is small.', 'The Dave is bad.', False)
('Harry is wealthy.', 'The Harry is bad.', False)
('Harry is wealthy.', 'The Harry is bad.', False)
('Erin is dull.', 'The bald eagle is bad.', False)
('Erin is dull.', 'The bald eagle is bad.', False)
('Erin is big.', 'The lion is dull.', False)
('Erin is big.', 'The lion is dull.', False)
('Fiona is little.', 'The lion is small.', False)
('Fiona is little.', 'The falcon is small.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Charlie is nice.', 'The Charlie is nice.', False)
('Gary is dull.', 'The dog is big.', False)
('Gary is dull.', 'The dog is small.', False)
('Erin is heavy.', 'The lion is small.', False)
('Erin is heavy.', 'The lion is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Charlie is small.', 'The Charlie is small.', False)
('Gary is wealthy.', 'The dog is bad.', False)
('Gary is wealthy.', 'The dog is bad.', False)
('Alan is rough.', 'The Alan is small.', False)
('Alan is rough.', 'The Alan is small.', False)
('Harry is strong.', 'The Harry is small.', False)
('Harry is strong.', 'The Harry is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Dave is small.', 'The Dave is small.', False)
('Bob is wealthy.', 'The Bob is nice.', False)
('Bob is wealthy.', 'Thebob is nice.', False)
('Charlie is sad.', 'The Charlie is nice.', False)
('Charlie is sad.', 'The Charlie is nice.', False)
('Bob is huge.', 'Thebob is sad.', False)
('Bob is huge.', 'The dog is sad.', False)
('Alan is small.', 'The Alan is smart.', False)
('Alan is small.', 'The Alan is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Charlie is clever.', 'The Charlie is smart.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is sad.', 'The Harry is sad.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Fiona is quiet.', 'The lion is sad.', False)
('Fiona is quiet.', 'The falcon is sad.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Bob is imperfect.', 'The dog is small.', False)
('Harry is strong.', 'The Harry is small.', False)
('Harry is strong.', 'The Harry is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Gary is thin.', 'The dog is small.', False)
('Bob is wealthy.', 'The Bob is sad.', False)
('Bob is wealthy.', 'Thebob is sad.', False)
('Erin is rough.', 'The bald eagle is sad.', False)
('Erin is rough.', 'The bald eagle is sad.', False)
('Bob is heavy.', 'Thebob is small.', False)
('Bob is heavy.', 'Thebob is small.', False)
('Dave is short.', 'The Dave is small.', False)
('Dave is short.', 'The Dave is small.', False)
