('The squirrel is kind.', 'Fiona is bad.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The leopard is fierce.', 'Charlie is fierce.', False)
('The rabbit is funny.', 'Fiona is fierce.', False)
('The rabbit is funny.', 'is fierce.', False)
('The bear attacks the rabbit.', 'Erin is high.', False)
('The bear attacks the rabbit.', 'Erin is fierce.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The cat is smart.', 'Charlie is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The bear is slow.', 'Erin is slow.', False)
('The dinosaur is fierce.', 'Erin is slow.', False)
('The dinosaur is fierce.', 'Erin is slow.', False)
('The dog is small.', 'Fiona is fierce.', False)
('The dog is small.', 'Fiona is kind.', False)
('The bear attacks the dog.', 'Erin is slow.', False)
('The bear attacks the dog.', 'Erin is high.', False)
('The mouse is kind.', 'Erin is nice.', False)
('The mouse is kind.', 'Erin is nice.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The tiger is sleepy.', 'Erin is lazy.', False)
('The snake is fierce.', 'Erin is bad.', False)
('The snake is fierce.', 'Erin is bad.', False)
('The cat is beautiful.', 'Erin is lazy.', False)
('The cat is beautiful.', 'Erin is lazy.', False)
('The tiger likes the cat.', 'Erin is slow.', False)
('The tiger likes the cat.', 'Erin is slow.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The rabbit is nice.', 'Alan is slow.', False)
('The crocodile is boring.', 'Erin is slow.', False)
('The crocodile is boring.', 'Erin is slow.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The leopard is strong.', 'Charlie is slow.', False)
('The squirrel is furry.', 'Charlie is small.', False)
('The squirrel is furry.', 'Fiona is slow.', False)
('The crocodile chases the squirrel.', 'Cro is slow.', False)
('The crocodile chases the squirrel.', 'Cro is slow.', False)
('The squirrel is smart.', 'is slow.', False)
('The squirrel is smart.', 'Fiona is slow.', False)
('The bald eagle is angry.', 'Alan is slow.', False)
('The bald eagle is angry.', 'Alan is slow.', False)
('The snake is big.', 'is slow.', False)
('The snake is big.', 'is slow.', False)
('The dog is furry.', 'Fiona is slow.', False)
('The dog is furry.', 'Fiona is slow.', False)
('The bald eagle chases the dog.', 'Alan is slow.', False)
('The bald eagle chases the dog.', 'Fiona is slow.', False)
('The hamster is round.', 'is kind.', False)
('The hamster is round.', 'is kind.', False)
('The leopard is slow.', 'Charlie is poor.', False)
('The leopard is slow.', 'Charlie is slow.', False)
('The bear is awful.', 'Erin is sad.', False)
('The bear is awful.', 'Erin is sad.', False)
('The rabbit is cute.', 'Fiona is sad.', False)
('The rabbit is cute.', 'Fiona is sad.', False)
('The leopard needs the rabbit.', 'Charlie is poor.', False)
('The leopard needs the rabbit.', 'Charlie is poor.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The squirrel is smart.', 'Fiona is lazy.', False)
('The bald eagle is rough.', 'Alan is obese.', False)
('The bald eagle is rough.', 'Alan is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The leopard is strong.', 'Charlie is obese.', False)
('The dog is small.', 'Fiona is obese.', False)
('The dog is small.', 'Fiona is obese.', False)
('The bald eagle needs the dog.', 'Alan is obese.', False)
('The bald eagle needs the dog.', 'Charlie is obese.', False)
('The hamster is nice.', 'Erin is smart.', False)
('The hamster is nice.', 'Erin is smart.', False)
('The bald eagle is slow.', 'Alan is slow.', False)
('The bald eagle is slow.', 'Alan is slow.', False)
('The falcon is strong.', 'Fiona is slow.', False)
('The falcon is strong.', 'Fiona is slow.', False)
('The squirrel is beautiful.', 'Fiona is smart.', False)
('The squirrel is beautiful.', 'Erin is smart.', False)
('The bald eagle needs the squirrel.', 'Alan is slow.', False)
('The bald eagle needs the squirrel.', 'Alan is slow.', False)
('The squirrel is smart.', 'Erin is lazy.', False)
('The squirrel is smart.', 'Erin is lazy.', False)
('The bear is rough.', 'Erin is lazy.', False)
('The bear is rough.', 'Erin is lazy.', False)
('The lion is strong.', 'Erin is obese.', False)
('The lion is strong.', 'Erin is obese.', False)
('The cat is beautiful.', 'Erin is lazy.', False)
('The cat is beautiful.', 'Erin is lazy.', False)
('The bear sees the cat.', 'Erin is obese.', False)
('The bear sees the cat.', 'Erin is obese.', False)
('The hamster is nice.', 'is fierce.', False)
('The hamster is nice.', 'Erin is fierce.', False)
('The lion is reckless.', 'Erin is bad.', False)
('The lion is reckless.', 'Erin is bad.', False)
('The crocodile is fierce.', 'Cro is fierce.', False)
('The crocodile is fierce.', 'Cro is fierce.', False)
('The rabbit is small.', 'Fiona is fierce.', False)
('The rabbit is small.', 'Fiona is  kind.', False)
('The lion chases the rabbit.', 'Erin is fierce.', False)
('The lion chases the rabbit.', 'Erin is fierce.', False)
('The hamster is round.', 'is lazy.', False)
('The hamster is round.', 'is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The wolf is awful.', 'is lazy.', False)
('The wolf is awful.', 'is lazy.', False)
('The mouse is lovely.', 'Erin is lazy.', False)
('The mouse is lovely.', 'Erin is lazy.', False)
('The bear attacks the mouse.', 'Erin is attack.', False)
('The bear attacks the mouse.', 'Erin is attack.', False)
('The squirrel is nice.', 'Fiona is fierce.', False)
('The squirrel is nice.', 'Fiona is fierce.', False)
('The wolf is angry.', 'is fierce.', False)
('The wolf is angry.', 'is fierce.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The bald eagle is strong.', 'Alan is fierce.', False)
('The cat is beautiful.', 'Cat is strong.', False)
('The cat is beautiful.', 'Cat is strong.', False)
('The wolf chases the cat.', 'is fierce.', False)
('The wolf chases the cat.', 'is fierce.', False)
('The hamster is round.', 'Erin is smart.', False)
('The hamster is round.', 'Erin is smart.', False)
('The falcon is rough.', 'Fiona is fierce.', False)
('The falcon is rough.', 'Fiona is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The cheetah is fierce.', 'Erin is fierce.', False)
('The rabbit is adorable.', 'Fiona is bad.', False)
('The rabbit is adorable.', 'Fiona is bad.', False)
('The falcon attacks the rabbit.', 'Fiona is fierce.', False)
('The falcon attacks the rabbit.', 'Fiona is fierce.', False)
('The cat is nice.', 'Erin is lazy.', False)
('The cat is nice.', 'Erin is lazy.', False)
('The lion is tired.', 'Erin is lazy.', False)
('The lion is tired.', 'Erin is lazy.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The falcon is fierce.', 'Fiona is fierce.', False)
('The squirrel is furry.', 'Fiona is lazy.', False)
('The squirrel is furry.', 'Fiona is lazy.', False)
('The lion sees the squirrel.', 'Erin is slow.', False)
('The lion sees the squirrel.', 'Erin is slow.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The squirrel is kind.', 'Erin is kind.', False)
('The leopard is reckless.', 'Erin is poor.', False)
('The leopard is reckless.', 'Erin is poor.', False)
('The snake is heavy.', 'Erin is bad.', False)
('The snake is heavy.', 'Erin is bad.', False)
('The rabbit is small.', 'Fiona is kind.', False)
('The rabbit is small.', 'Fiona is kind.', False)
('The leopard needs the rabbit.', 'Charlie is small.', False)
('The leopard needs the rabbit.', 'Charlie is small.', False)
('The rabbit is round.', 'Alan is clever.', False)
('The rabbit is round.', 'Alan is clever.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The snake is heavy.', 'Erin is lazy.', False)
('The snake is heavy.', 'Erin is lazy.', False)
('The cat is small.', 'Erin is clever.', False)
('The cat is small.', 'Erin is clever.', False)
('The falcon visits the cat.', 'Fiona is lazy.', False)
('The falcon visits the cat.', 'Fiona is lazy.', False)
('The squirrel is nice.', 'is clever.', False)
('The squirrel is nice.', 'is clever.', False)
('The crocodile is reckless.', 'Erin is bad.', False)
('The crocodile is reckless.', 'Erin is bad.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The dinosaur is fierce.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The cat is beautiful.', 'Charlie is small.', False)
('The crocodile attacks the cat.', 'Erin is fierce.', False)
('The crocodile attacks the cat.', 'Erin is fierce.', False)
('The squirrel is round.', 'Fiona is kind.', False)
('The squirrel is round.', 'Erin is kind.', False)
('The falcon is reckless.', 'Fiona is poor.', False)
('The falcon is reckless.', 'Fiona is poor.', False)
('The crocodile is big.', 'Erin is poor.', False)
('The crocodile is big.', 'Cro is poor.', False)
('The hamster is small.', 'is kind.', False)
('The hamster is small.', 'is kind.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The falcon likes the hamster.', 'Fiona is strong.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The lion is slow.', 'Erin is bad.', False)
('The lion is slow.', 'Erin is bad.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The tiger is obese.', 'Erin is obese.', False)
('The hamster is beautiful.', 'is lazy.', False)
('The hamster is beautiful.', 'is lazy.', False)
('The lion attacks the hamster.', 'Erin is obese.', False)
('The lion attacks the hamster.', 'Erin is obese.', False)
('The dog is smart.', 'Fiona is smart.', False)
('The dog is smart.', 'Fiona is  people is  kind.', False)
('The bear is reckless.', 'Erin is slow.', False)
('The bear is reckless.', 'Erin is slow.', False)
('The lion is big.', 'Erin is obese.', False)
('The lion is big.', 'Erin is obese.', False)
('The hamster is funny.', 'Erin is slow.', False)
('The hamster is funny.', 'Erin is slow.', False)
('The bear chases the hamster.', 'Erin is chase.', False)
('The bear chases the hamster.', 'Erin is chase.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The mouse is kind.', 'Erin is slow.', False)
('The crocodile is angry.', 'Erin is slow.', False)
('The crocodile is angry.', 'Erin is slow.', False)
('The snake is strong.', 'is obese.', False)
('The snake is strong.', 'is obese.', False)
('The dog is cute.', 'Fiona is slow.', False)
('The dog is cute.', 'Fiona is slow.', False)
('The crocodile likes the dog.', 'Cro is slow.', False)
('The crocodile likes the dog.', 'Cro is slow.', False)
('The squirrel is kind.', 'Fiona is lazy.', False)
('The squirrel is kind.', 'S is lazy.', False)
('The tiger is dull.', 'Erin is slow.', False)
('The tiger is dull.', 'Erin is sad.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The leopard is strong.', 'Charlie is fierce.', False)
('The rabbit is funny.', 'Alan is lazy.', False)
('The rabbit is funny.', 'is lazy.', False)
('The tiger needs the rabbit.', 'Erin is fierce.', False)
('The tiger needs the rabbit.', 'Erin is fierce.', False)
('The mouse is quiet.', 'Erin is kind.', False)
('The mouse is quiet.', 'Erin is kind.', False)
('The wolf is sleepy.', 'is imperfect.', False)
('The wolf is sleepy.', 'is imperfect.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The leopard is heavy.', 'Charlie is fierce.', False)
('The rabbit is lovely.', 'Erin is small.', False)
('The rabbit is lovely.', 'Erin is small.', False)
('The wolf sees the rabbit.', 'is fierce.', False)
('The wolf sees the rabbit.', 'Erin is fierce.', False)
('The hamster is round.', 'is kind.', False)
('The hamster is round.', 'is kind.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The tiger is slow.', 'Erin is slow.', False)
('The wolf is strong.', 'Charlie is slow.', False)
('The wolf is strong.', 'Charlie is slow.', False)
('The squirrel is adorable.', 'Charlie is small.', False)
('The squirrel is adorable.', 'Charlie is small.', False)
('The tiger attacks the squirrel.', 'Erin is slow.', False)
('The tiger attacks the squirrel.', 'Erin is slow.', False)
('The rabbit is quiet.', 'is smart.', False)
('The rabbit is quiet.', 'Alan is smart.', False)
('The cheetah is boring.', 'Erin is bad.', False)
('The cheetah is boring.', 'Erin is bad.', False)
('The bald eagle is obese.', 'Alan is obese.', False)
('The bald eagle is obese.', 'Alan is obese.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The dog is furry.', 'Fiona is fur.', False)
('The cheetah sees the dog.', 'Erin is see.', False)
('The cheetah sees the dog.', 'Erin is see see see is see.', False)
('The dog is nice.', 'Fiona is smart.', False)
('The dog is nice.', 'Fiona is smart.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The leopard is reckless.', 'Charlie is reckless.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The wolf is fierce.', 'Charlie is fierce.', False)
('The squirrel is lovely.', 'Fiona is fierce.', False)
('The squirrel is lovely.', 'Fiona is fierce.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The leopard needs the squirrel.', 'Charlie is lazy.', False)
('The dog is round.', 'Fiona is lazy.', False)
('The dog is round.', 'Fiona is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The lion is lazy.', 'Erin is lazy.', False)
('The dinosaur is fierce.', 'Erin is lazy.', False)
('The dinosaur is fierce.', 'Erin is high.', False)
('The mouse is funny.', 'Erin is slow.', False)
('The mouse is funny.', 'Erin is slow.', False)
('The lion likes the mouse.', 'Fiona is strong.', False)
('The lion likes the mouse.', 'Fiona is strong.', False)
('The dog is smart.', 'Fiona is clever.', False)
('The dog is smart.', 'Fiona is clever.', False)
('The leopard is tired.', 'Charlie is slow.', False)
('The leopard is tired.', 'Charlie is slow.', False)
('The crocodile is obese.', 'Cro is slow.', False)
('The crocodile is obese.', 'Cro is slow.', False)
('The hamster is furry.', 'is obese.', False)
('The hamster is furry.', 'is bad.', False)
('The leopard sees the hamster.', 'Charlie is heavy.', False)
('The leopard sees the hamster.', 'Charlie is heavy.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The mouse is round.', 'Erin is lazy.', False)
('The bald eagle is boring.', 'Erin is lazy.', False)
('The bald eagle is boring.', 'Erin is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The leopard is awful.', 'Charlie is lazy.', False)
('The cat is funny.', 'Erin is lazy.', False)
('The cat is funny.', 'Erin is lazy.', False)
('The bald eagle visits the cat.', 'Charlie is visits.', False)
('The bald eagle visits the cat.', 'Charlie is visits.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The mouse is nice.', 'Erin is slow.', False)
('The wolf is boring.', 'is slow.', False)
('The wolf is boring.', 'is slow.', False)
('The lion is big.', 'Erin is slow.', False)
('The lion is big.', 'Erin is slow.', False)
('The dog is furry.', 'Fiona is slow.', False)
('The dog is furry.', 'Fiona is slow.', False)
('The wolf visits the dog.', 'Charlie is slow.', False)
('The wolf visits the dog.', 'Charlie is slow.', False)
('The rabbit is smart.', 'is lazy.', False)
('The rabbit is smart.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The wolf is sleepy.', 'is lazy.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The cheetah is strong.', 'Erin is fierce.', False)
('The hamster is adorable.', 'is lazy.', False)
('The hamster is adorable.', 'is lazy.', False)
('The wolf likes the hamster.', 'is bad.', False)
('The wolf likes the hamster.', 'is lazy.', False)
('The dog is round.', 'Fiona is slow.', False)
('The dog is round.', 'Erin is slow.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The dinosaur is sleepy.', 'Erin is slow.', False)
('The cheetah is big.', 'Erin is slow.', False)
('The cheetah is big.', 'Erin is slow.', False)
('The rabbit is lovely.', 'Fiona is slow.', False)
('The rabbit is lovely.', 'Fiona is slow.', False)
('The dinosaur chases the rabbit.', 'Erin is chase.', False)
('The dinosaur chases the rabbit.', 'Erin is strong.', False)
('The dog is round.', 'Fiona is slow.', False)
('The dog is round.', 'Fiona is slow.', False)
('The bald eagle is lazy.', 'Alan is lazy.', False)
('The bald eagle is lazy.', 'Alan is lazy.', False)
('The bear is strong.', 'Charlie is lazy.', False)
('The bear is strong.', 'Charlie is lazy.', False)
('The hamster is lovely.', 'is slow.', False)
('The hamster is lovely.', 'is slow.', False)
('The bald eagle likes the hamster.', 'Alan is fierce.', False)
('The bald eagle likes the hamster.', 'Charlie is fierce.', False)
('The squirrel is nice.', 'Fiona is clever.', False)
('The squirrel is nice.', 'Fiona is clever.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The bald eagle is awful.', 'Alan is fierce.', False)
('The bald eagle is awful.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Cat is fierce.', False)
('The cat is beautiful.', 'Cat is fierce.', False)
('The leopard visits the cat.', 'Charlie is fierce.', False)
('The leopard visits the cat.', 'Charlie is fierce.', False)
('The mouse is quiet.', 'Erin is bad.', False)
('The mouse is quiet.', 'Erin is bad.', False)
('The crocodile is boring.', 'Erin is imperfect.', False)
('The crocodile is boring.', 'Erin is imperfect.', False)
('The cheetah is awful.', 'Erin is small.', False)
('The cheetah is awful.', 'Erin is small.', False)
('The hamster is beautiful.', 'is smart.', False)
('The hamster is beautiful.', 'is smart.', False)
('The crocodile sees the hamster.', 'Cro is obese.', False)
('The crocodile sees the hamster.', 'Cro is obese.', False)
('The cat is kind.', 'Erin is kind.', False)
('The cat is kind.', 'Erin is kind.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The leopard is lazy.', 'Charlie is lazy.', False)
('The crocodile is strong.', 'Erin is obese.', False)
('The crocodile is strong.', 'Erin is obese.', False)
('The rabbit is lovely.', 'Charlie is strong.', False)
('The rabbit is lovely.', 'Erin is strong.', False)
('The leopard visits the rabbit.', 'Charlie is lazy.', False)
('The leopard visits the rabbit.', 'Charlie is lazy.', False)
('The mouse is round.', 'Erin is  kind.', False)
('The mouse is round.', 'Erin is kind.', False)
('The lion is boring.', 'Erin is fierce.', False)
('The lion is boring.', 'Erin is fierce.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The crocodile is strong.', 'Erin is fierce.', False)
('The rabbit is adorable.', 'Alan is small.', False)
('The rabbit is adorable.', 'Erin is small.', False)
('The lion visits the rabbit.', 'Erin is fierce.', False)
('The lion visits the rabbit.', 'Erin is fierce.', False)
('The squirrel is nice.', 'Fiona is slow.', False)
('The squirrel is nice.', 'Fiona is slow.', False)
('The bear is dull.', 'Erin is slow.', False)
('The bear is dull.', 'Erin is slow.', False)
('The lion is heavy.', 'Erin is slow.', False)
('The lion is heavy.', 'Erin is slow.', False)
('The rabbit is funny.', 'Fiona is quiet.', False)
('The rabbit is funny.', 'Fiona is quiet.', False)
('The bear chases the rabbit.', 'Erin is slow.', False)
('The bear chases the rabbit.', 'Fiona is slow.', False)
('The cat is nice.', 'Erin is clever.', False)
('The cat is nice.', 'Alan is clever.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The dinosaur is lazy.', 'Erin is lazy.', False)
('The bear is heavy.', 'Erin is fierce.', False)
('The bear is heavy.', 'Erin is fierce.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The rabbit is beautiful.', 'Fiona is lazy.', False)
('The dinosaur chases the rabbit.', 'Erin is lazy.', False)
('The dinosaur chases the rabbit.', 'Erin is lazy.', False)
('The mouse is round.', 'Erin is slow.', False)
('The mouse is round.', 'Erin is slow.', False)
('The tiger is dull.', 'Erin is slow.', False)
('The tiger is dull.', 'Erin is slow.', False)
('The bear is awful.', 'Erin is fierce.', False)
('The bear is awful.', 'Erin is fierce.', False)
('The cat is beautiful.', 'Cat is fierce.', False)
('The cat is beautiful.', 'Cat is fierce.', False)
('The tiger chases the cat.', 'Erin is fierce.', False)
('The tiger chases the cat.', 'Erin is fierce.', False)
('The cat is nice.', 'Cat is bad.', False)
('The cat is nice.', 'Cat is fierce.', False)
('The cheetah is reckless.', 'Erin is fierce.', False)
('The cheetah is reckless.', 'Erin is fierce.', False)
('The bald eagle is strong.', 'Fiona is fierce.', False)
('The bald eagle is strong.', 'Fiona is fierce.', False)
('The dog is adorable.', 'Fiona is   ', False)
('The dog is adorable.', 'Fiona is kind.', False)
('The cheetah attacks the dog.', 'Erin is attack.', False)
('The cheetah attacks the dog.', 'Erin is attack.', False)
('The dog is round.', 'Fiona is smart.', False)
('The dog is round.', 'Erin is smart.', False)
('The lion is slow.', 'Erin is slow.', False)
('The lion is slow.', 'Erin is slow.', False)
('The tiger is obese.', 'Erin is slow.', False)
('The tiger is obese.', 'Erin is slow.', False)
('The hamster is furry.', 'is obese.', False)
('The hamster is furry.', 'is smart.', False)
('The lion needs the hamster.', 'Erin is heavy.', False)
('The lion needs the hamster.', 'Erin is heavy.', False)
('The rabbit is round.', 'Alan is clever.', False)
('The rabbit is round.', 'Alan is kind.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The falcon is lazy.', 'Fiona is lazy.', False)
('The lion is awful.', 'Erin is lazy.', False)
('The lion is awful.', 'Erin is lazy.', False)
('The hamster is cute.', 'is  ', False)
('The hamster is cute.', 'is  kind.', False)
('The falcon needs the hamster.', 'Fiona is high.', False)
('The falcon needs the hamster.', 'Fiona is high.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The dog is smart.', 'Fiona is kind.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The bear is lazy.', 'Erin is lazy.', False)
('The snake is fierce.', 'is fierce.', False)
('The snake is fierce.', 'is fierce.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The mouse is adorable.', 'Erin is clever.', False)
('The bear needs the mouse.', 'Erin is bad.', False)
('The bear needs the mouse.', 'Erin is lazy.', False)
