('The squirrel is kind.', 'The squirrel is boring.', False)
('The bald eagle visits the mouse.', 'The bald eagle visits the mouse.', True)
('The bald eagle visits the mouse.', 'The bald eagle visits the mouse.', True)
('The mouse is kind.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is kind.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The crocodile is sleepy.', 'The crocodile is angry.', False)
('The crocodile is sleepy.', 'The crocodile is angry.', False)
('The lion is fierce.', 'The lion is sleepy.', False)
('The lion is fierce.', 'The lion is sleepy.', False)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The squirrel is adorable.', 'The squirrel is adorable.', True)
('The crocodile attacks the squirrel.', 'The crocodile needs the mouse.', False)
('The crocodile attacks the squirrel.', 'The crocodile needs the mouse.', False)
('The rabbit is quiet.', 'The rabbit is is is is are are are are are are are are are are are are', False)
('The rabbit is quiet.', 'The rabbit is is are are are are are are are are are are are are are are', False)
('The tiger is angry.', 'The tiger is tired.', False)
('The tiger is angry.', 'The tiger is tired.', False)
('The bear is fierce.', 'The bear is heavy.', False)
('The bear is fierce.', 'The bear is heavy.', False)
('The hamster is furry.', 'The hamster is is are are are are are are are are are are are are', False)
('The hamster is furry.', 'The hamster is are are are are are are are are are are are are are', False)
('The tiger attacks the hamster.', 'The tiger sees the rabbit.', False)
('The tiger attacks the hamster.', 'The tiger sees the rabbit.', False)
('The dog is smart.', 'The dog is kind.', False)
('The dog is smart.', 'The dog is kind.', False)
('The dinosaur is lazy.', 'The dinosaur is angry.', False)
('The dinosaur is lazy.', 'The dinosaur is angry.', False)
('The bald eagle is big.', 'The bald eagle is awful.', False)
('The bald eagle is big.', 'The bald eagle is awful.', False)
('The hamster is furry.', 'The hamster is adorable.', False)
('The hamster is furry.', 'The hamster is adorable.', False)
('The dinosaur likes the hamster.', 'The dinosaur likes the hamster.', True)
('The dinosaur likes the hamster.', 'The dinosaur likes the hamster.', True)
('The cat is smart.', 'The cat is kind.', False)
('The cat is smart.', 'The cat is is is is is is is is is is is is is is is i', False)
('The crocodile is tired.', 'The crocodile is boring.', False)
('The crocodile is tired.', 'The crocodile is boring.', False)
('The snake is awful.', 'The snake is awful.', True)
('The snake is awful.', 'The snake is awful.', True)
('The rabbit is furry.', 'The rabbit is beautiful.', False)
('The rabbit is furry.', 'The rabbit is beautiful.', False)
('The crocodile likes the rabbit.', 'The crocodile is and are and is and is and is and is an', False)
('The crocodile likes the rabbit.', 'The crocodile is and is and is and is and is and is an', False)
('The squirrel is nice.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The squirrel is nice.', 'The squirrel is is is is is is is is is is is is is is is i', False)
('The lion is tired.', 'The lion is obese.', False)
('The lion is tired.', 'The lion is obese.', False)
('The crocodile is big.', 'The crocodile is awful.', False)
('The crocodile is big.', 'The crocodile is awful.', False)
('The hamster is beautiful.', 'The hamster is beautiful.', True)
('The hamster is beautiful.', 'The hamster is is is beautiful.', False)
('The lion sees the hamster.', 'The lion needs the squirrel.', False)
('The lion sees the hamster.', 'The lion needs the squirrel.', False)
('The squirrel is nice.', 'The squirrel is kind.', False)
('The squirrel is nice.', 'The squirrel is kind.', False)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The cheetah is dull.', 'The cheetah is dull.', True)
('The bald eagle is awful.', 'The bald eagle is strong.', False)
('The bald eagle is awful.', 'The bald eagle is strong.', False)
('The hamster is small.', 'The hamster is small.', True)
('The hamster is small.', 'The hamster is small.', True)
('The cheetah likes the hamster.', 'The cheetah attacks the squirrel.', False)
('The cheetah likes the hamster.', 'The cheetah attacks the squirrel.', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The rabbit is kind.', 'The rabbit is are are are are are are are are are are are are are are are', False)
('The wolf is slow.', 'The wolf is cute.', False)
('The wolf is slow.', 'The wolf is cute.', False)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The cheetah is fierce.', 'The cheetah is fierce.', True)
('The squirrel is funny.', 'The squirrel is beautiful.', False)
('The squirrel is funny.', 'The squirrel is beautiful.', False)
('The wolf chases the squirrel.', 'The wolf is attacks the squirrel.', False)
('The wolf chases the squirrel.', 'The wolf is attacks the squirrel.', False)
('The dog is nice.', 'The dog is kind.', False)
('The dog is nice.', 'The dog is kind.', False)
('The crocodile is rough.', 'The crocodile is sleepy.', False)
('The crocodile is rough.', 'The crocodile is sleepy.', False)
('The tiger is fierce.', 'The tiger is awful.', False)
('The tiger is fierce.', 'The tiger is awful.', False)
('The hamster is funny.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is funny.', 'The hamster is are are are are are are are are are are are are are', False)
('The crocodile likes the hamster.', 'The crocodile is likes the hamster.', False)
('The crocodile likes the hamster.', 'The crocodile is likes the hamster.', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is quiet.', 'The hamster is are are are are are are are are are are are are are', False)
('The snake is slow.', 'The snake is sleepy.', False)
('The snake is slow.', 'The snake is sleepy.', False)
('The dinosaur is awful.', 'The dinosaur is big.', False)
('The dinosaur is awful.', 'The dinosaur is big.', False)
('The squirrel is beautiful.', 'The squirrel is kind.', False)
('The squirrel is beautiful.', 'The squirrel is kind.', False)
('The snake likes the squirrel.', 'The snake attacks the hamster.', False)
('The snake likes the squirrel.', 'The snake attacks the hamster.', False)
('The mouse is smart.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The mouse is smart.', 'The mouse is is is is is is is is is is is is is is is i', False)
('The falcon is rough.', 'The falcon is awful.', False)
('The falcon is rough.', 'The falcon is awful.', False)
('The wolf is fierce.', 'The wolf is strong.', False)
('The wolf is fierce.', 'The wolf is strong.', False)
('The cat is adorable.', 'The cat is kind.', False)
('The cat is adorable.', 'The cat is kind.', False)
('The falcon likes the cat.', 'The falcon is and are and is and are and is and are and is and are', False)
('The falcon likes the cat.', 'The falcon is and are and is and are and is and are and is and are', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The rabbit is nice.', 'The rabbit is is is is is is is is is is is is is is is i', False)
('The leopard is reckless.', 'The leopard is boring.', False)
('The leopard is reckless.', 'The leopard is boring.', False)
('The crocodile is obese.', 'The crocodile is adorable.', False)
('The crocodile is obese.', 'The crocodile is adorable.', False)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The cat is beautiful.', 'The cat is beautiful.', True)
('The leopard attacks the cat.', 'The leopard attacks the cat.', True)
('The leopard attacks the cat.', 'The leopard attacks the cat.', True)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The squirrel is smart.', 'The squirrel is are are are are are are are are are are are are are are are', False)
('The tiger is boring.', 'The tiger is boring.', True)
('The tiger is boring.', 'The tiger is boring.', True)
('The bald eagle is awful.', 'The bald eagle is strong.', False)
('The bald eagle is awful.', 'The bald eagle is strong.', False)
('The hamster is small.', 'The hamster is adorable.', False)
('The hamster is small.', 'The hamster is adorable.', False)
('The tiger attacks the hamster.', 'The tiger visits the squirrel.', False)
('The tiger attacks the hamster.', 'The tiger visits the squirrel.', False)
('The cat is round.', 'The cat is kind.', False)
('The cat is round.', 'The cat is kind.', False)
('The falcon is dull.', 'The falcon is dull.', True)
('The falcon is dull.', 'The falcon is dull.', True)
('The bald eagle is fierce.', 'The bald eagle is kind.', False)
('The bald eagle is fierce.', 'The bald eagle is kind.', False)
('The rabbit is furry.', 'The rabbit is funny.', False)
('The rabbit is furry.', 'The rabbit is funny.', False)
('The falcon sees the rabbit.', 'The falcon is attacks the lazy.', False)
('The falcon sees the rabbit.', 'The falcon is attacks the lazy.', False)
('The mouse is quiet.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The mouse is quiet.', 'The mouse is are are are are are are are are are are are are are are are', False)
('The wolf is reckless.', 'The wolf is angry.', False)
('The wolf is reckless.', 'The wolf is angry.', False)
('The leopard is obese.', 'The leopard is beautiful.', False)
('The leopard is obese.', 'The leopard is beautiful.', False)
('The hamster is lovely.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is lovely.', 'The hamster is are are are are are are are are are are are are are', False)
('The wolf sees the hamster.', 'The wolf needs the mouse.', False)
('The wolf sees the hamster.', 'The wolf needs the mouse.', False)
('The dog is quiet.', 'The dog is are are are are are are are are are are are are are are are', False)
('The dog is quiet.', 'The dog is are are are are are are are are are are are are are are are', False)
('The lion is angry.', 'The lion is angry.', True)
('The lion is angry.', 'The lion is angry.', True)
('The falcon is fierce.', 'The falcon is angry.', False)
('The falcon is fierce.', 'The falcon is fierce.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The rabbit is beautiful.', 'The rabbit is beautiful.', True)
('The lion needs the rabbit.', 'The lion sees the dog.', False)
('The lion needs the rabbit.', 'The lion sees the dog.', False)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The hamster is kind.', 'The hamster is are are are are are are are are are are are are are', False)
('The leopard is reckless.', 'The leopard is sleepy.', False)
('The leopard is reckless.', 'The leopard is sleepy.', False)
('The wolf is fierce.', 'The wolf is obese.', False)
('The wolf is fierce.', 'The wolf is the wolf is the wolf is the wolf is the ca', False)
('The dog is small.', 'The dog is is is is is is is is is is is is is is is i', False)
('The dog is small.', 'The dog is is is is is is is is is is is is is is is i', False)
('The leopard attacks the dog.', 'The leopard is attacks the slow.', False)
('The leopard attacks the dog.', 'The leopard is attacks the slow.', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
('The cat is quiet.', 'The cat is is is is is is is is is is is is is is is i', False)
