('Fiona is strong.', 'The fion is strong.', False)
('Charlie is nice.', 'The cat is smart.', False)
('Bob is dull.', 'The cat is imperfect.', False)
('Bob is dull.', 'The bob is imperfect.', False)
('Anne is big.', 'The lion is high.', False)
('Anne is big.', 'The lion is high.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Fiona is tiny.', 'The lion is small.', False)
('Dave is kind.', 'The bald eagle is smart.', False)
('Dave is kind.', 'The bald eagle is smart.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Harry is dull.', 'The Harry is sad.', False)
('Erin is big.', 'The er is big.', False)
('Erin is big.', 'The er is big.', False)
('Alan is small.', 'The cat is small.', False)
('Alan is small.', 'The cat is small.', False)
('Fiona is smart.', 'The fion is wealthy.', False)
('Fiona is smart.', 'The lion is wealthy.', False)
('Bob is sad.', 'The cat is sad.', False)
('Bob is sad.', 'The cat is sad.', False)
('Bob is high.', 'The bald eagle is big.', False)
('Bob is high.', 'The bald eagle is big.', False)
('Anne is little.', 'The anne is small.', False)
('Anne is little.', 'The anne is small.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Gary is nice.', 'The bald eagle is wealthy.', False)
('Dave is dull.', 'The snake is imperfect.', False)
('Dave is dull.', 'The dog is dull.', False)
('Bob is huge.', 'The bald eagle is heavy.', False)
('Bob is huge.', 'The bald eagle is heavy.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Erin is kind.', 'The er is wealthy.', False)
('Erin is kind.', 'The er is wealthy.', False)
('Anne is imperfect.', 'The bald eagle is sad.', False)
('Anne is imperfect.', 'The bald eagle is imperfect.', False)
('Anne is huge.', 'The snake is big.', False)
('Anne is huge.', 'The snake is big.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Dave is smart.', 'The a person is kind.', False)
('Dave is smart.', 'The a person is kind.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Harry is poor.', 'The Harry is poor.', False)
('Alan is heavy.', 'The cat is big.', False)
('Alan is heavy.', 'The cat is big.', False)
('Bob is tiny.', 'The cat is small.', False)
('Bob is tiny.', 'The bob is small.', False)
('Harry is wealthy.', 'The  Harry is quiet.', False)
('Harry is wealthy.', 'The  Harry is quiet.', False)
('Fiona is bad.', 'The fion is rough.', False)
('Fiona is bad.', 'The fion is rough.', False)
('Charlie is big.', 'The cat is big.', False)
('Charlie is big.', 'The cat is big.', False)
('Anne is little.', 'The snake is short.', False)
('Anne is little.', 'The snake is short.', False)
('Alan is clever.', 'The cat is nice.', False)
('Alan is clever.', 'The cat is nice.', False)
('Dave is sad.', 'The dinosaur is poor.', False)
('Dave is sad.', 'The dinosaur is poor.', False)
('Charlie is high.', 'The lion is heavy.', False)
('Charlie is high.', 'The lion is heavy.', False)
('Anne is thin.', 'The snake is thin.', False)
('Anne is thin.', 'The snake is thin.', False)
('Erin is quiet.', 'The erin is quiet.', False)
('Erin is quiet.', 'The erin is quiet.', False)
('Fiona is bad.', 'The lion is dull.', False)
('Fiona is bad.', 'The lion is dull.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Bob is big.', 'The bald eagle is big.', False)
('Anne is thin.', 'The snake is small.', False)
('Anne is thin.', 'The snake is small.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Gary is nice.', 'The bald eagle is nice.', False)
('Alan is bad.', 'The cat is bad.', False)
('Alan is bad.', 'The cat is bad.', False)
('Alan is heavy.', 'The bald eagle is heavy.', False)
('Alan is heavy.', 'The bald eagle is heavy.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Gary is clever.', 'The bald eagle is clever.', False)
('Gary is clever.', 'The bald eagle is clever.', False)
('Anne is poor.', 'The er is sad.', False)
('Anne is poor.', 'The bald eagle is sad.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Gary is strong.', 'The bald eagle is strong.', False)
('Fiona is thin.', 'The lion is short.', False)
('Fiona is thin.', 'The lion is short.', False)
('Anne is clever.', 'The snake is wealthy.', False)
('Anne is clever.', 'The cat is wealthy.', False)
('Dave is bad.', 'The dog is dull.', False)
('Dave is bad.', 'The dog is dull.', False)
('Anne is big.', 'The bald eagle is big.', False)
('Anne is big.', 'The anne is big.', False)
('Harry is short.', 'The Harry is small.', False)
('Harry is short.', 'The Harry is small.', False)
('Fiona is quiet.', 'The lion is wealthy.', False)
('Fiona is quiet.', 'The lion is wealthy.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Gary is bad.', 'The bald eagle is bad.', False)
('Harry is big.', 'The  Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Alan is short.', 'The bald eagle is small.', False)
('Alan is short.', 'The bald eagle is small.', False)
('Fiona is quiet.', 'The lion is quiet.', False)
('Fiona is quiet.', 'The filion is quiet.', False)
('Charlie is poor.', 'The cat is imperfect.', False)
('Charlie is poor.', 'The cat is imperfect.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Charlie is heavy.', 'The cat is heavy.', False)
('Dave is thin.', 'The dog is small.', False)
('Dave is thin.', 'The dog is small.', False)
('Anne is smart.', 'The snake is quiet.', False)
('Anne is smart.', 'The snake is quiet.', False)
('Bob is imperfect.', 'The cat is dull.', False)
('Bob is imperfect.', 'The cat is dull.', False)
('Bob is huge.', 'The cat is strong.', False)
('Bob is huge.', 'The bald eagle is big.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Charlie is short.', 'The Charlie is small.', False)
('Dave is wealthy.', 'The dog is smart.', False)
('Dave is wealthy.', 'The dog is smart.', False)
('Fiona is rough.', 'The filion is rough.', False)
('Fiona is rough.', 'The fion is rough.', False)
('Harry is strong.', 'The lion is big.', False)
('Harry is strong.', 'The lion is big.', False)
('Erin is short.', 'The er is small.', False)
('Erin is short.', 'The er is small.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Gary is quiet.', 'The bald eagle is quiet.', False)
('Bob is rough.', 'The bob is rough.', False)
('Bob is rough.', 'The bald eagle is rough.', False)
('Bob is heavy.', 'The cat is heavy.', False)
('Bob is heavy.', 'The bob is heavy.', False)
('Fiona is thin.', 'The filion is small.', False)
('Fiona is thin.', 'The filion is small.', False)
('Alan is kind.', 'The a person is smart.', False)
('Alan is kind.', 'The a person is smart.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Harry is poor.', 'The Harry is rough.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is small.', False)
('Bob is nice.', 'The bob is clever.', False)
('Bob is nice.', 'The bob is clever.', False)
('Charlie is poor.', 'The squirrel is rough.', False)
('Charlie is poor.', 'The cat is rough.', False)
('Charlie is big.', 'The cat is big.', False)
('Charlie is big.', 'The cat is big.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Harry is thin.', 'The Harry is thin.', False)
('Bob is quiet.', 'The cat is wealthy.', False)
('Bob is quiet.', 'The cat is wealthy.', False)
('Anne is dull.', 'The cat is bad.', False)
('Anne is dull.', 'The cat is bad.', False)
('Fiona is heavy.', 'The lion is big.', False)
('Fiona is heavy.', 'The lion is big.', False)
('Gary is small.', 'The Gary is small.', False)
('Gary is small.', 'The Gary is small.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Anne is smart.', 'The bald eagle is smart.', False)
('Charlie is dull.', 'The cat is bad.', False)
('Charlie is dull.', 'The cat is bad.', False)
('Alan is big.', 'The cat is big.', False)
('Alan is big.', 'The cat is big.', False)
('Anne is thin.', 'The snake is small.', False)
('Anne is thin.', 'The snake is small.', False)
('Bob is wealthy.', 'The cat is smart.', False)
('Bob is wealthy.', 'The cat is smart.', False)
('Charlie is bad.', 'The bear is poor.', False)
('Charlie is bad.', 'The bear is poor.', False)
('Fiona is big.', 'The lion is big.', False)
('Fiona is big.', 'The lion is big.', False)
('Harry is thin.', 'The lion is small.', False)
('Harry is thin.', 'The lion is small.', False)
('Gary is wealthy.', 'The lion is wealthy.', False)
('Gary is wealthy.', 'The bald eagle is wealthy.', False)
('Alan is bad.', 'The lion is imperfect.', False)
('Alan is bad.', 'The lion is imperfect.', False)
('Dave is high.', 'The dog is heavy.', False)
('Dave is high.', 'The dog is heavy.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Anne is short.', 'The bald eagle is small.', False)
('Gary is clever.', 'The bald eagle is nice.', False)
('Gary is clever.', 'The bald eagle is nice.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Harry is rough.', 'The Harry is rough.', False)
('Anne is huge.', 'The bald eagle is heavy.', False)
('Anne is huge.', 'The bald eagle is heavy.', False)
('Harry is thin.', 'The Harry is small.', False)
('Harry is thin.', 'The Harry is small.', False)
('Alan is smart.', 'The cat is quiet.', False)
('Alan is smart.', 'The cat is quiet.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Erin is high.', 'The er is big.', False)
('Erin is high.', 'The er is big.', False)
('Alan is small.', 'The Alan is small.', False)
('Alan is small.', 'The Alan is small.', False)
('Bob is kind.', 'The dog is kind.', False)
('Bob is kind.', 'The bob is kind.', False)
('Fiona is imperfect.', 'The lion is dull.', False)
('Fiona is imperfect.', 'The lion is dull.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Fiona is heavy.', 'The lion is heavy.', False)
('Dave is tiny.', 'The snake is small.', False)
('Dave is tiny.', 'The snake is small.', False)
('Gary is nice.', 'The snake is smart.', False)
('Gary is nice.', 'The bald eagle is smart.', False)
('Anne is bad.', 'The snake is bad.', False)
('Anne is bad.', 'The anneagle is bad.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Fiona is strong.', 'The lion is strong.', False)
('Bob is short.', 'The bald eagle is small.', False)
('Bob is short.', 'The bald eagle is small.', False)
('Erin is nice.', 'The er is nice.', False)
('Erin is nice.', 'The er is nice.', False)
('Gary is poor.', 'The Gary is imperfect.', False)
('Gary is poor.', 'The Gary is imperfect.', False)
('Erin is high.', 'The erin is strong.', False)
('Erin is high.', 'The erin is strong.', False)
('Harry is little.', 'The Harry is thin.', False)
('Harry is little.', 'The Harry is thin.', False)
('Fiona is quiet.', 'The filion is quiet.', False)
('Fiona is quiet.', 'The filion is quiet.', False)
('Bob is dull.', 'The bob is poor.', False)
('Bob is dull.', 'The bob is poor.', False)
('Harry is big.', 'The Harry is big.', False)
('Harry is big.', 'The Harry is big.', False)
('Fiona is little.', 'The fion is small.', False)
('Fiona is little.', 'The filion is small.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Charlie is wealthy.', 'The cat is kind.', False)
('Gary is dull.', 'The Gary is dull.', False)
('Gary is dull.', 'The bald eagle is dull.', False)
('Dave is huge.', 'The Dave is big.', False)
('Dave is huge.', 'The bald eagle is big.', False)
('Bob is thin.', 'The bald eagle is thin.', False)
('Bob is thin.', 'The bob is small.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Gary is smart.', 'The bald eagle is smart.', False)
('Charlie is dull.', 'The cat is dull.', False)
('Charlie is dull.', 'The cat is dull.', False)
('Charlie is heavy.', 'The cat is strong.', False)
('Charlie is heavy.', 'The cat is strong.', False)
('Anne is small.', 'The anne is small.', False)
('Anne is small.', 'The anneagle is small.', False)
('Bob is quiet.', 'The cat is quiet.', False)
('Bob is quiet.', 'The cat is quiet.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Gary is rough.', 'The bald eagle is rough.', False)
('Alan is heavy.', 'The lion is heavy.', False)
('Alan is heavy.', 'The lion is heavy.', False)
('Erin is small.', 'The erin is small.', False)
('Erin is small.', 'The erin is small.', False)
('Fiona is nice.', 'The fion is nice.', False)
('Fiona is nice.', 'The fion is nice.', False)
('Dave is bad.', 'The dog is bad.', False)
('Dave is bad.', 'The dog is bad.', False)
('Dave is heavy.', 'The dog is strong.', False)
('Dave is heavy.', 'The bald eagle is heavy.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Gary is little.', 'The bald eagle is small.', False)
('Charlie is clever.', 'The cat is smart.', False)
('Charlie is clever.', 'The cat is smart.', False)
('Anne is imperfect.', 'The snake is rough.', False)
('Anne is imperfect.', 'The snake is rough.', False)
('Charlie is big.', 'The cat is heavy.', False)
('Charlie is big.', 'The cat is heavy.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Gary is thin.', 'The bald eagle is thin.', False)
('Erin is nice.', 'The er is smart.', False)
('Erin is nice.', 'The er is smart.', False)
('Anne is rough.', 'The dinosaur is rough.', False)
('Anne is rough.', 'The dinosaur is rough.', False)
('Anne is heavy.', 'The a person is heavy.', False)
('Anne is heavy.', 'The a person is heavy.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Harry is tiny.', 'The Harry is small.', False)
('Erin is kind.', 'The erin is nice.', False)
('Erin is kind.', 'The erin is nice.', False)
('Bob is dull.', 'The cat is dull.', False)
('Bob is dull.', 'The dog is dull.', False)
('Harry is huge.', 'The Harry is big.', False)
('Harry is huge.', 'The Harry is big.', False)
('Alan is little.', 'The Alan is small.', False)
('Alan is little.', 'The Alan is small.', False)
('Bob is kind.', 'The bob is smart.', False)
('Bob is kind.', 'The bob is smart.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Gary is imperfect.', 'The bald eagle is rough.', False)
('Charlie is huge.', 'The cat is big.', False)
('Charlie is huge.', 'The cat is big.', False)
('Fiona is short.', 'The lion is thin.', False)
('Fiona is short.', 'The lion is thin.', False)
('Anne is clever.', 'The anneagle is clever.', False)
('Anne is clever.', 'The anneagle is clever.', False)
('Gary is imperfect.', 'The lion is imperfect.', False)
('Gary is imperfect.', 'The lion is imperfect.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Gary is big.', 'The bald eagle is big.', False)
('Fiona is tiny.', 'The filion is small.', False)
('Fiona is tiny.', 'The filion is small.', False)
('Bob is kind.', 'The cat is wealthy.', False)
('Bob is kind.', 'The bob is wealthy.', False)
('Dave is imperfect.', 'The dog is poor.', False)
('Dave is imperfect.', 'The dog is poor.', False)
('Harry is huge.', 'The  Harry is heavy.', False)
